"Titular","Fuente","Posteado","Descripcion","Link"
"States sue to undo Biden pause on US oil & gas lease sales","WAOW Wausau","1 day ago","Louisiana and a dozen other states are suing the Biden administration to end a suspension of oil and...","https://waow.com/2021/03/24/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"Saudi oil giant Aramco reports 30% drop in payments to state","NBC 17 Raleigh","3 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco paid the Saudi...","https://www.cbs17.com/news/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Saudi oil giant Aramco reports 30% drop in payments to state","KSAN - KLST San Angelo","3 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco paid the Saudi...","https://www.conchovalleyhomepage.com/news/national-news/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Saudi oil giant Aramco reports 30% drop in payments to state","WJET - WFXP Erie","3 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco paid the Saudi...","https://www.yourerie.com/news/international/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Saudi oil giant Aramco reports 30% drop in payments to state","KOIN News 6 Portland","3 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco paid the Saudi...","https://www.koin.com/news/international/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"Saudi oil giant Aramco reports 30% drop in payments to state","KOLR - KSFX Ozarks","3 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco paid the Saudi...","https://www.ozarksfirst.com/local-news/world-news/saudi-oil-giant-aramco-reports-30-drop-in-payments-to-state/"
"In shift, oil industry group backs federal price on carbon","San Francisco Chronicle","2 hours ago","API also called for fast-tracking commercial deployment of long-sought technology to capture and store carbon emissions; advancement of hydrogen technology; and federal regulation of methane ...","https://www.sfgate.com/news/article/In-shift-oil-industry-group-backs-federal-price-16053296.php"
"Europe’s Oil Demand Outlook Turns Gloomier on Renewed Lockdowns","Bloomberg via Yahoo Finance","2 days ago","The U.K. is to fine people up to 5,000 pounds ($6,900) if they take overseas holidays now, while...","https://finance.yahoo.com/news/europe-oil-demand-outlook-turns-124851150.html"
"ROSN - Stock quote for Public joint stock company Rosneft Oil Company - MSN Money","MSN News","1 day ago","View the latest ROSN stock quote and chart on MSN Money. Dive deeper with interactive charts and top stories of Public joint stock company Rosneft Oil Company.","https://www.msn.com/en-us/money/stockdetails/fi-aly1nm?form=PRHMRQ"
"Saudi oil giant Aramco to scale back spending after 2020 profit slump","Reuters","5 days ago","Saudi Arabian state oil giant Aramco is betting on an Asian-led rebound in energy demand this year...","https://www.reuters.com/article/us-saudi-aramco-results-idUSKBN2BD04L"
"Saudi Oil Giant Aramco to Scale Back Spending After 2020 Profit Slump","US News & World Report","5 days ago","Saudi Arabian state oil giant Aramco is betting on an Asian-led rebound in energy demand this year...","https://money.usnews.com/investing/news/articles/2021-03-21/saudi-aramco-2020-net-profit-slumps-444-as-covid-19-bites"
"Global edible oil prices near their peak, but retreat may be slow – analysts","WSAU Wausau","2 days ago","By Mei Mei Chu and Gavin Maguire KUALA LUMPUR (Reuters) - Global edible oil prices are nearing their...","https://wsau.com/2021/03/24/global-edible-oil-prices-near-their-peak-but-retreat-may-be-slow-analysts/"
"ZOZEN Boiler in Tunisia – Extract purer rose oil with high-quality steam","Associated Press","19 hours ago","ZOZEN steam boilers will become the core equipment in S.E.T.PA Rose Essential Oil factory in Tunisia. Rose essential oil is a world-famous concentrate fragrance ...","https://apnews.com/press-release/marketers-media/technology-business-corporate-news-oil-and-gas-equipment-manufacturing-energy-equipment-manufacturing-286fb320ff70d40544977fa92a345b70"
"Saudi oil giant Aramco to scale back spending after 2020 profit slump","Reuters via Yahoo Finance","5 days ago","Saudi Arabian state oil giant Aramco is betting on an Asian-led rebound in energy demand this year...","https://finance.yahoo.com/news/saudi-aramco-2020-net-profit-055540504.html"
"Georgia Man Receives Final Paycheck Of $915 In Oil-Covered Pennies With A 'F**k You' Note","The Huffington Post","4 hours ago","Earlier this month, Andreas Flaten received a delivery of over 90,000 1-cent coins — all soaked in...","https://www.huffpost.com/entry/georgia-man-final-paycheck-oil-covered-pennies_n_605caf88c5b67ad3871d6490"
"States Sue To Undo Biden Pause On US Oil & Gas Lease Sales","WTRF Wheeling","1 day ago","NEW ORLEANS — Thirteen states sued the Biden administration Wednesday to end a suspension of new oil...","https://www.wtrf.com/news/national-news/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"Dow trades higher after worst day in 3 weeks as oil prices recover","Morningstar","1 day ago","U.S. stocks traded mostly higher Wednesday as investors focused on rebounding oil prices, a pause on rising benchmark Treasury yields and a brighter outlook for the economy ...","https://www.morningstar.com/news/marketwatch/20210324450/dow-trades-higher-after-worst-day-in-3-weeks-as-oil-prices-recover"
"Closing prices for crude oil, gold and other commodities","ABC News","2 days ago","Closing prices for crude oil, gold and other commodities, and foreign exchange levels","https://abcnews.go.com/Business/wireStory/closing-prices-crude-oil-gold-commodities-76637512"
"States sue to undo Biden pause on US oil & gas lease sales","Macon Telegraph","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.macon.com/news/business/article250172305.html"
"States sue to undo Biden pause on US oil & gas lease sales","Tri-City Herald","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.tri-cityherald.com/news/business/national-business/article250172305.html"
"Explainer: Why is Biden halting federal oil and gas sales?","Detroit News","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.detroitnews.com/story/news/politics/2021/03/23/explainer-why-biden-halting-federal-oil-and-gas-sales/6965891002/"
"Recruiting the Right Talent for Oil and Gas Construction - Cascade Business News","Cascade Business News","1 hour ago","You can handle the task of hiring new recruits successfully by following these guidelines. Learn more by reading this article. With the world’s current situation, oil and ...","https://cascadebusnews.com/recruiting-the-right-talent-for-oil-and-gas-construction/"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","The State","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.thestate.com/news/article250143154.html"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","Associated Press","2 days ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://apnews.com/article/joe-biden-climate-climate-change-billings-economy-b8f03552c2c2fa7ec0dfc5debeb3f882"
"The oil industry's most powerful lobbying group officially endorses carbon pricing","Axios via Yahoo News","5 hours ago","The endorsement arrives as the White House and Capitol Hill Democrats are eyeing a suite of new...","https://news.yahoo.com/oil-industrys-most-powerful-lobbying-171259125.html"
"Saudi Aramco's profits slide nearly 45% after lower oil demand","BBC via Yahoo Finance","4 days ago","The oil giant Saudi Aramco has announced that its profits fell sharply last year as lockdowns around...","https://finance.yahoo.com/news/saudi-aramcos-profits-slide-nearly-102605039.html"
"Column: Oil prices left vulnerable after funds stop buying","Reuters","3 days ago","Hedge fund positioning in oil had become directionless in the run up to last week’s sell off, after...","https://www.reuters.com/article/us-column-global-oil-kemp-idUSKBN2BE1Q8"
"Colorado oil industry trolls The North Face after jacket purchase rejected over sustainability...","The Business Journals","3 days ago","Colorado oil execs are weary of being slighted as environmental laggards — especially by a...","https://www.bizjournals.com/denver/news/2021/03/22/colorado-oil-gas-north-face-sustainability-flap.html"
"Congresswoman-elect Julia Letlow discusses gun violence, oil and gas woes","KALB Alexandria","23 hours ago","Congresswoman-elect Julia Letlow discusses gun violence and oil and gas woes.","https://www.kalb.com/2021/03/24/congresswoman-elect-julia-letlow-discusses-gun-violence-oil-and-gas-woes/"
"States sue to undo Biden pause on US oil & gas lease sales | WTOP","WTOP Washington","23 hours ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas leases on federal land and water and to reschedule canceled sales of leases ...","https://wtop.com/national/2021/03/states-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"States sue to undo Biden pause on US oil & gas lease sales","Miami Herald","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas leases on federal land and water and to reschedule canceled sales of offshore ...","https://www.miamiherald.com/news/business/article250172305.html"
"UPDATE 1-Trafigura completes Congo Republic oil loan restructuring","Reuters","2 days ago","Trafigura has finalised the restructuring of an oil-backed loan to Congo Republic, fulfilling one of the IMF’s conditions for unlocking bailout money for the debt-laden country ...","https://www.reuters.com/article/trafigura-beheer-congorepublic-oil-debt-idUSL1N2LL1IA"
"Mississippi among states suing to undo pause on oil & gas lease sales","DJournalnow","21 hours ago","NEW ORLEANS • Mississippi is among 13 states that sued the Biden administration Wednesday to end a...","https://www.djournal.com/mississippi-among-states-suing-to-undo-pause-on-oil-gas-lease-sales/article_30b53aa8-ad97-56bc-aac7-64b636387f3b.html"
"Eddie Redmayne uses CBD oil to ease nerves","WFMZ Eastern Pennsylvania and Western New Jersey","5 days ago","Eddie Redmayne has resorted to CBD oil to calm his nerves. The ‘Theory of Everything’ actor admitted he’s tried everything he can think of, including the...","https://www.wfmz.com/entertainment/eddie-redmayne-uses-cbd-oil-to-ease-nerves/article_1e92ace6-c500-5d0a-ae6c-6769b3bab230.html"
"Alaska joins 12 other states to sue to undo Biden pause on US oil & gas lease sales - Alaska Public...","Alaska Public Radio Network","1 day ago","Thirteen states sued the Biden administration Wednesday to end a suspension of new oil and gas...","https://www.alaskapublic.org/2021/03/24/alaska-joins-12-other-states-to-sue-to-undo-biden-pause-on-us-oil-gas-lease-sales/"
"Suez Canal Halts Traffic Amid Ever Given Blockage; Oil Prices Slump","TheStreet.com","10 hours ago","Oil prices fell further into the red, however, as concerns for the level of European energy demand in the coming months, accelerating U.S. production and a stronger dollar ...","https://www.thestreet.com/investing/suez-canal-officials-suspend-traffic-ever-given-remains-grounded?puc=yahoo&cm_ven=YAHOO&yptr=yahoo"
"Crude Oil About To Decline 50% Following Triple Top | Investing.com","Investing.com","6 days ago","Crude oil created a triple top over a two-year period (2012 -2014), then selling pressure drove it...","https://www.investing.com/analysis/crude-oil-about-to-decline-50-following-triple-top-200568389"
"GOP attorneys general sue Biden over oil and gas leasing pause","Washington Examiner","1 day ago","A group of Republican attorneys general are suing the Biden administration over its pause of oil and...","https://www.washingtonexaminer.com/policy/gop-attorneys-general-sue-biden-oil-leasing-pause"
